223;GBCStandardThermABindCovers;Eugene Barchas;25733;-42.99;24.92;12.98;Northwest Territories;Binders and Binder Accessories;0.39
224;80MinuteCDRSpindle,100PackStaples;Ann Chong;25767;-59.2;39.48;1.99;Northwest Territories;Computer Peripherals;0.54
225;Xerox1892;Ann Chong;25767;108.01;38.76;13.26;Northwest Territories;Paper;0.36
226;StaplesPaperClips;Charles McCrossin;26023;19.86;2.47;1.02;Northwest Territories;Rubber Bands;0.38
227;MetalFoldingChairs,Beige,4Carton;Annie Cyprus;26051;-127.39;33.94;19.19;Northwest Territories;Chairs  Chairmats;0.58
228;80MinuteSlimJewelCaseCDR,10PackStaples;Annie Cyprus;26051;22.46;8.33;1.99;Northwest Territories;Computer Peripherals;0.52
229;ComputerPrintoutPaperwithLetterTrimPerforations;Carlos Soltero;26116;81.71;18.97;9.03;Northwest Territories;Paper;0.37
230;BushMissionPointeLibrary;Doug Bickford;26182;-549.27;150.98;66.27;Northwest Territories;Bookcases;0.65
231;HonOlsonStackerStools;Carlos Daly;26272;-4.19;140.81;24.49;Northwest Territories;Chairs  Chairmats;0.57
232;Xerox1929;Fred Wasserman;26370;52.02;22.84;5.47;Northwest Territories;Paper;0.39
233;HomeOfficePersonalFileCarts;Fred Wasserman;26370;63.83;34.76;5.49;Northwest Territories;Storage  Organization;0.6
234;Avery507;Sylvia Foulston;26499;8.78;2.88;0.5;Northwest Territories;Labels;0.39
235;i470;Michelle Lonsdale;26531;1215.44;205.99;5.26;Northwest Territories;Telephones and Communication;0.56
236;3MOrganizerStrips;Sylvia Foulston;26567;-44.07;5.4;7.78;Northwest Territories;Binders and Binder Accessories;0.37
237;Imation3.5IBMDiskettes,10Box;Sylvia Foulston;26567;-100.51;8.46;8.99;Northwest Territories;Computer Peripherals;0.79
238;GE4FootFlourescentTube,40Watt;Sylvia Foulston;26567;-17.75;14.98;8.99;Northwest Territories;Office Furnishings;0.39
239;300SeriesNonFlip;Sylvia Foulston;26567;1374.95;155.99;8.08;Northwest Territories;Telephones and Communication;0.6
240;ExecutiveImpressions13ChairmanWallClock;Charlotte Melton;26854;-12.95;25.38;8.99;Northwest Territories;Office Furnishings;0.5
241;MicroInnovations104Keyboard;Barry French;27109;-154.66;10.97;6.5;Northwest Territories;Computer Peripherals;0.64
242;USRobotics56KV.92ExternalFaxmodem;Heather Kirkland;27111;-127.56;99.99;19.99;Northwest Territories;Computer Peripherals;0.52
243;FellowesStaxonsteelDrawerFiles;Heather Kirkland;27111;282.18;193.17;19.99;Northwest Territories;Storage  Organization;0.71
244;Accessory39;Heather Kirkland;27111;-96.34;20.99;3.3;Northwest Territories;Telephones and Communication;0.81
245;TelescopingAdjustableFloorLamp;Henry Goldwyn;27264;44.54;19.99;11.17;Northwest Territories;Office Furnishings;0.6
246;CanonMP41DHPrintingCalculator;Frank Price;27392;2509.52;150.98;13.99;Northwest Territories;Office Machines;0.38
247;SauderFacetsCollectionLockerFileCabinet,SkyAlderFinish;Jim Radford;27553;1166.93;370.98;99.0;Northwest Territories;Storage  Organization;0.65
248;VTechVT2024812.4GHzTwoLinePhoneSystemwAnsweringMachine;Jim Radford;27553;297.11;179.99;13.99;Northwest Territories;Telephones and Communication;0.57
249;MemoBook,100MessageCapacity,538x11;Ralph Knight;27555;65.41;6.74;1.72;Northwest Territories;Paper;0.35
250;Belkin6OutletMetallicSurgeStrip;Delfina Latchford;27680;-46.98;10.89;4.5;Northwest Territories;Appliances;0.59
251;Xerox21;Delfina Latchford;27680;-46.89;6.48;6.6;Northwest Territories;Paper;0.37
252;GBCDocuBindTL200ManualBindingMachine;Roy Skaria;27778;-105.14;223.98;15.01;Northwest Territories;Binders and Binder Accessories;0.38
253;SauderForestHillsLibrary,WoodlandOakFinish;Roy Skaria;27778;-393.96;140.98;36.09;Northwest Territories;Bookcases;0.77
254;Xerox1940;Monica Federle;27909;-23.24;54.96;10.75;Northwest Territories;Paper;0.36
255;BaggedRubberBands;Monica Federle;27909;-24.86;1.26;0.7;Northwest Territories;Rubber Bands;0.81
256;Xerox1897;Charles McCrossin;28003;-95.92;4.98;6.07;Northwest Territories;Paper;0.36
257;PolyDesignerCoverBack;Don Miller;28035;89.56;18.99;5.23;Northwest Territories;Binders and Binder Accessories;0.37
258;BionairePersonalWarmMistHumidifierVaporizer;Jeremy Lonsdale;28135;520.69;46.89;5.1;Northwest Territories;Appliances;0.46
259;Acme8StraightScissors;Jeremy Lonsdale;28135;38.23;12.98;3.14;Northwest Territories;Scissors, Rulers and Trimmers;0.6
260;HeavyDutyEZDBinders;Grant Carroll;28165;-12.8;10.91;2.99;Northwest Territories;Binders and Binder Accessories;0.38
261;HammermillCopyPlusCopyPaper20Lb.and84Bright;Carl Ludwig;28289;-46.03;4.98;4.75;Northwest Territories;Paper;0.36
262;DeluxeRollawayLockingFilewithDrawer;Carlos Daly;28486;-517.47;415.88;11.37;Northwest Territories;Storage  Organization;0.57
263;252;Ralph Knight;28675;4.39;65.99;5.92;Northwest Territories;Telephones and Communication;0.55
264;6160;Cindy Schnelling;28870;822.4;115.99;2.5;Northwest Territories;Telephones and Communication;0.57
265;Imation3.5,DISKETTE44766HGHLD3.52HDFM,10Pack;Claudia Miner;28871;-56.12;5.02;5.14;Northwest Territories;Computer Peripherals;0.79
266;PrismacolorColorPencilSet;Roy Skaria;29030;24.6;19.84;4.1;Northwest Territories;Pens  Art Supplies;0.44
267;WilsonJonesDublLockDRingBinders;Delfina Latchford;29095;54.46;6.75;2.99;Northwest Territories;Binders and Binder Accessories;0.35
268;BinderPosts;Edward Hooks;29287;-106.4;5.74;5.01;Northwest Territories;Binders and Binder Accessories;0.39
269;EpsonLQ570eDotMatrixPrinter;Edward Hooks;29287;2699.67;270.97;28.06;Northwest Territories;Office Machines;0.56
270;AtlanticMetalsMobile3ShelfBookcases,CustomColors;Don Miller;29510;1292.44;260.98;41.91;Northwest Territories;Bookcases;0.59
271;FellowesPB300PlasticCombBindingMachine;Grant Carroll;29795;8793.54;387.99;19.99;Northwest Territories;Binders and Binder Accessories;0.38
272;RushHierloomsCollectionRichWoodBookcases;Grant Carroll;29795;813.83;160.98;35.02;Northwest Territories;Bookcases;0.72
273;Avery481;Brad Eason;29861;5.58;3.08;0.99;Northwest Territories;Labels;0.37
274;SharpAL1530CSDigitalCopier;Charles McCrossin;30658;6907.61;499.99;24.49;Northwest Territories;Copiers and Fax;0.36
275;SAFCOCommercialWireShelving,Black;Charles McCrossin;30658;-942.5;138.14;35.0;Northwest Territories;Storage  Organization;nan
276;AveryTrapezoidExtraHeavyDuty4Binders;Charles McCrossin;30947;261.24;41.94;2.99;Northwest Territories;Binders and Binder Accessories;0.35
277;SelfAdhesiveAddressLabelsforTypewritersbyUniversal;Charles McCrossin;30947;183.53;7.31;0.49;Northwest Territories;Labels;0.38
278;StarTACSeries;Bryan Mills;31077;470.83;65.99;3.9;Northwest Territories;Telephones and Communication;0.55
279;RediformWireboundPhoneMemoMessageBook,11x534;Monica Federle;31111;-29.02;7.64;5.83;Northwest Territories;Paper;0.36
280;DanaHalogenSwingArmArchitectLamp;Michelle Lonsdale;31169;109.88;40.97;14.45;Northwest Territories;Office Furnishings;0.57
281;GlobalCometStackingArmlessChair;Michelle Lonsdale;31270;801.72;299.05;87.01;Northwest Territories;Chairs  Chairmats;0.57
282;Hon4070SeriesPagodaArmlessUpholsteredStackingChairs;Michelle Lonsdale;31270;-328.36;291.73;48.8;Northwest Territories;Chairs  Chairmats;0.56
283;FellowesInternetKeyboard,Platinum;Michelle Lonsdale;31270;-112.44;30.42;8.65;Northwest Territories;Computer Peripherals;0.74
284;DeluxeRollawayLockingFilewithDrawer;Beth Thompson;31364;-539.59;415.88;11.37;Northwest Territories;Storage  Organization;0.57
285;LuxoEconomySwingArmLamp;Cindy Schnelling;31393;-27.31;19.94;14.87;Northwest Territories;Office Furnishings;0.57
286;StaplesvLetterOpeners,2Pack;Cindy Schnelling;31393;-32.65;3.68;1.32;Northwest Territories;Scissors, Rulers and Trimmers;0.83
287;Staples6OutletSurge;Nicole Hansen;31492;-12.25;11.97;4.98;Northwest Territories;Appliances;0.58
288;AccoPerma2700StackingStorageDrawers;Nicole Hansen;31492;-21.1;29.74;6.64;Northwest Territories;Storage  Organization;0.7
289;FellowesStorDrawerSteelPlusStorageDrawers;Nicole Hansen;31492;-235.56;95.43;19.99;Northwest Territories;Storage  Organization;0.79
290;HoneywellEnviracairePortableHEPAAirCleanerfor17x22Room;Cari Schnelling;31558;900.06;300.65;24.49;Northwest Territories;Appliances;0.52
291;VerbatimDVDRA,9.4GB,Rewritable,Type1,DS,DataLifePlus;Cari Schnelling;31558;455.37;45.19;1.99;Northwest Territories;Computer Peripherals;0.55
292;LockUpEaselSpelBinder;Roy Skaria;31618;147.45;28.53;1.49;Northwest Territories;Binders and Binder Accessories;0.38
293;AdamsWritenStickPhoneMessageBook,11X514,200Messages;Susan Vittorini;31684;23.48;5.68;1.46;Northwest Territories;Paper;0.39
294;TenexFileBox,PersonalFilingTotewithLid,Black;Susan Vittorini;31684;-328.18;15.51;17.78;Northwest Territories;Storage  Organization;0.59
295;FellowesBlackPlasticCombBindings;Sylvia Foulston;31781;-282.61;5.81;8.49;Northwest Territories;Binders and Binder Accessories;0.39
296;AssortedColorPushPins;Sylvia Foulston;31781;5.53;1.81;0.75;Northwest Territories;Rubber Bands;0.52
297;HPOfficePaper20Lb.and87Bright;Chad Cunningham;32193;-10.25;6.68;6.93;Northwest Territories;Paper;0.37
298;StaplesVinylCoatedPaperClips;Chad Cunningham;32193;37.33;3.93;0.99;Northwest Territories;Rubber Bands;0.39
299;CanonMP41DHPrintingCalculator;Carlos Daly;32229;44.37;150.98;13.99;Northwest Territories;Office Machines;0.38
300;Newell310;Carlos Daly;32229;-0.12;1.76;0.7;Northwest Territories;Pens  Art Supplies;0.56
301;Kensington7OutletMasterPiecePowerCenter;Grant Carroll;32743;1280.19;177.98;0.99;Northwest Territories;Appliances;0.56
302;DAXMetalFrame,Desktop,SteppedEdge;Julia West;32806;-28.34;20.24;8.99;Northwest Territories;Office Furnishings;0.46
303;BushMissionPointeLibrary;Roy Skaria;33123;-996.67;150.98;66.27;Northwest Territories;Bookcases;0.65
304;Accessory21;Cindy Schnelling;33159;-70.97;20.99;0.99;Northwest Territories;Telephones and Communication;0.37
305;8860;Don Jones;33186;221.18;65.99;5.26;Northwest Territories;Telephones and Communication;0.56
306;ArrayMemoCubes;Beth Thompson;33377;11.94;5.18;2.04;Northwest Territories;Paper;0.36
307;Fiskars8Scissors,2Pack;Beth Thompson;33377;47.3;17.24;3.26;Northwest Territories;Scissors, Rulers and Trimmers;0.56
308;12ColoredShortPencils;Alan Barnes;33444;-17.68;2.6;2.4;Northwest Territories;Pens  Art Supplies;0.58
309;PizazzGlobalQuickFile;Alan Barnes;33444;-30.48;14.97;7.51;Northwest Territories;Storage  Organization;0.57
310;Imation5.2GBDVDRA;Carl Ludwig;33703;-131.48;60.98;1.99;Northwest Territories;Computer Peripherals;0.5
311;AccoPerma2700StackingStorageDrawers;Carl Ludwig;33703;56.26;29.74;6.64;Northwest Territories;Storage  Organization;0.7
312;PortablePersonalFileBox;Carl Ludwig;33703;-8.47;12.21;4.81;Northwest Territories;Storage  Organization;0.58
313;SnapAWayBlackPrintCarbonlessSpeedMessage,NoReplyArea,Duplicate;Jamie Kunitz;33734;106.53;29.14;4.86;Northwest Territories;Paper;0.38
314;IbicoCoversforPlasticorWireBindingElements;Heather Kirkland;33888;-44.92;11.5;7.19;Northwest Territories;Binders and Binder Accessories;0.4
315;HangingPersonalFolderFile;Heather Kirkland;33888;-35.08;15.7;11.25;Northwest Territories;Storage  Organization;0.6
316;TennscoDoubleTierLockers;Heather Kirkland;33888;965.48;225.02;28.66;Northwest Territories;Storage  Organization;0.72
317;WireboundMessageBooks,Four234x5FormsperPage,600SetsperBook;Doug Bickford;33894;11.34;9.27;4.39;Northwest Territories;Paper;0.38
318;AcmeDesignLine8StainlessSteelBentScissorswChampagneHandles,318Cut;Doug Bickford;33894;-32.48;6.84;8.37;Northwest Territories;Scissors, Rulers and Trimmers;0.58
319;Imation3.5,DISKETTE44766HGHLD3.52HDFM,10Pack;Doug Bickford;33894;-173.15;4.98;4.62;Northwest Territories;Computer Peripherals;0.64
320;PCConcepts116KeyQuantum3000Keyboard;Doug Bickford;33894;-119.02;32.98;5.5;Northwest Territories;Computer Peripherals;0.75
321;EpsonStylus1520ColorInkjetPrinter;Carlos Daly;33922;5353.19;500.97;69.3;Northwest Territories;Office Machines;0.37
322;Avery494;Toby Braunhardt;34177;9.47;2.61;0.5;Northwest Territories;Labels;0.39
323;SelfAdhesiveAddressLabelsforTypewritersbyUniversal;Toby Braunhardt;34177;73.18;7.31;0.49;Northwest Territories;Labels;0.38
324;Accessory37;Toby Braunhardt;34177;-83.95;20.99;2.5;Northwest Territories;Telephones and Communication;0.81
325;WilsonJones14LineAcrylicCoatedPressboardDataBinders;Cari Schnelling;34215;-5.92;5.34;2.99;Northwest Territories;Binders and Binder Accessories;0.38
326;EurekaDisposableBagsforSanitaireVibraGroomerIUprightVac;Thomas Seio;34246;-257.11;4.06;6.89;Northwest Territories;Appliances;0.6
327;ATT2230DualHandsetPhoneWithCallerIDCallWaiting;Thomas Seio;34246;192.33;99.99;19.99;Northwest Territories;Office Machines;0.52
328;PeelSeelRecycledCatalogEnvelopes,Brown;Thomas Seio;34246;1.91;11.58;6.97;Northwest Territories;Envelopes;0.35
329;CardinalPolyPocketDividerPocketsforRingBinders;Brendan Dodson;34631;-22.28;3.36;6.27;Northwest Territories;Binders and Binder Accessories;0.4
330;CanonPC1060PersonalLaserCopier;Brendan Dodson;34631;2808.22;699.99;24.49;Northwest Territories;Copiers and Fax;0.41
331;SterlingRubberBandsbyAlliance;Charlotte Melton;35047;-7.06;4.71;0.7;Northwest Territories;Rubber Bands;0.85
332;Newell312;Beth Thompson;35266;33.5;5.84;1.2;Northwest Territories;Pens  Art Supplies;0.55
333;BoxOfficeByDesignRectangularandHalfMoonMeetingRoomTables;Beth Thompson;35266;-998.94;218.75;69.64;Northwest Territories;Tables;0.77
334;Imation3.5DSHDIBMFormattedDiskettes,50Pack;Eugene Barchas;35847;-144.27;15.98;8.99;Northwest Territories;Computer Peripherals;0.64
335;AveryFlipChartEaselBinder,Black;Michelle Lonsdale;36001;-78.36;22.38;15.1;Northwest Territories;Binders and Binder Accessories;0.38
336;GBCBindingcovers;Michelle Lonsdale;36001;51.82;12.95;4.98;Northwest Territories;Binders and Binder Accessories;0.4
337;R280;Grant Carroll;36134;-413.33;155.99;8.99;Northwest Territories;Telephones and Communication;0.55
338;Accessory9;Beth Paige;36135;381.17;35.99;3.3;Northwest Territories;Telephones and Communication;0.39
339;U.S.Robotics56KInternetCallModem;Dorothy Wardle;36644;218.72;99.99;19.99;Northwest Territories;Computer Peripherals;0.5
340;TennscoIndustrialShelving;Muhammed MacIntyre;36646;-743.96;48.91;35.0;Northwest Territories;Storage  Organization;0.83
341;StaplesBulldogClip;Charlotte Melton;36707;71.56;3.78;0.71;Northwest Territories;Rubber Bands;0.39
342;MicroInnovationsMicro3000Keyboard,Black;Muhammed MacIntyre;37253;-99.55;26.31;5.89;Northwest Territories;Computer Peripherals;0.75
343;FellowesBasic104KeyKeyboard,Platinum;Claudia Miner;37541;-70.68;20.95;5.99;Northwest Territories;Computer Peripherals;0.65
344;Xerox1882;Claudia Miner;37541;98.32;55.98;13.88;Northwest Territories;Paper;0.36
345;CarinaDoubleWideMediaStorageTowersinNaturalBlack;Claudia Miner;37541;-599.54;80.98;35.0;Northwest Territories;Storage  Organization;0.81
346;PortablePersonalFileBox;Brendan Dodson;37634;-36.78;12.21;4.81;Northwest Territories;Storage  Organization;0.58
347;AcmeHotForgedCarbonSteelScissorswithNickelPlatedHandles,378Cut,8L;Dorothy Wardle;37793;-49.31;13.9;7.59;Northwest Territories;Scissors, Rulers and Trimmers;0.56
348;EldonCleatmatChairMatsforMediumPileCarpets;Mike Pelletier;37860;-98.31;55.5;52.2;Northwest Territories;Office Furnishings;0.72
349;Xerox4200SeriesMultiUsePremiumCopyPaper20Lb.and84Bright;Edward Hooks;38884;-119.84;5.28;5.66;Northwest Territories;Paper;0.4
350;Hon94000SeriesRoundTables;Edward Hooks;38884;-98.05;296.18;54.12;Northwest Territories;Tables;0.76
351;DeflectoRollaMatStudded,BeveledMatforMediumPileCarpeting;Jamie Kunitz;39364;-1.33;92.23;39.61;Northwest Territories;Office Furnishings;0.67
352;FellowesPB500ElectricPunchPlasticCombBindingMachinewithManualBind;Jamie Kunitz;39364;8417.57;1270.99;19.99;Northwest Territories;Binders and Binder Accessories;0.35
353;GlobalHighBackLeatherTilter,Burgundy;Julia West;39457;-1975.26;122.99;70.2;Northwest Territories;Chairs  Chairmats;0.74
354;PolyDesignerCoverBack;Jeremy Lonsdale;39683;168.0;18.99;5.23;Northwest Territories;Binders and Binder Accessories;0.37
355;LifetimeAdvantageFoldingChairs,4Carton;Jeremy Lonsdale;39683;2113.95;218.08;18.06;Northwest Territories;Chairs  Chairmats;0.57
356;DAXContemporaryWoodFramewithSilverMetalMat,Desktop,11x14Size;Jeremy Lonsdale;39683;66.97;20.24;6.67;Northwest Territories;Office Furnishings;0.49
357;StockwellPushPins;Jeremy Lonsdale;39683;6.37;2.18;0.78;Northwest Territories;Rubber Bands;0.52
358;Imation3.5,DISKETTE44766HGHLD3.52HDFM,10Pack;Cindy Schnelling;39846;-62.73;4.98;4.62;Northwest Territories;Computer Peripherals;0.64
359;8260;Heather Kirkland;40036;-147.36;65.99;8.99;Northwest Territories;Telephones and Communication;0.58
360;3390;Alan Barnes;40067;519.25;65.99;5.31;Northwest Territories;Telephones and Communication;0.57
361;GlobalDeluxeStackingChair,Gray;Hunter Glantz;40132;149.83;50.98;14.19;Northwest Territories;Chairs  Chairmats;0.56
362;Bevis36x72ConferenceTables;Hunter Glantz;40132;-219.38;124.49;51.94;Northwest Territories;Tables;0.63
363;AveryFlipChartEaselBinder,Black;Hunter Glantz;40132;-86.2;22.38;15.1;Northwest Territories;Binders and Binder Accessories;0.38
364;HowardMiller16DiameterGalleryWallClock;Julia West;40160;202.87;63.94;14.48;Northwest Territories;Office Furnishings;0.46
365;ACCOHIDE3RingBinder,Blue,1;Carlos Daly;40518;-12.16;4.13;5.04;Northwest Territories;Binders and Binder Accessories;0.38
366;GlobalHighBackLeatherTilter,Burgundy;Barry French;40804;-1775.83;122.99;70.2;Northwest Territories;Chairs  Chairmats;0.74
367;WilsonJonesHangingViewBinder,White,1;Susan Vittorini;40902;-48.88;7.1;6.05;Northwest Territories;Binders and Binder Accessories;0.39
368;Boston1730StandUpElectricPencilSharpener;Carl Jackson;41063;-34.09;21.38;8.99;Northwest Territories;Pens  Art Supplies;0.59
369;Accessory31;Carl Jackson;41063;42.27;35.99;0.99;Northwest Territories;Telephones and Communication;0.35
370;Accessory8;Carl Jackson;41063;822.89;85.99;1.25;Northwest Territories;Telephones and Communication;0.39
371;Fellowes17keykeypadforPS2interface;Alan Barnes;41153;-45.1;30.73;4.0;Northwest Territories;Computer Peripherals;0.75
372;HangingPersonalFolderFile;Charlotte Melton;41184;-56.06;15.7;11.25;Northwest Territories;Storage  Organization;0.6
373;IbicoCoversforPlasticorWireBindingElements;Beth Thompson;41409;-18.25;11.5;7.19;Northwest Territories;Binders and Binder Accessories;0.4
374;HooverPortapowerPortableVacuum;Bryan Mills;41696;-2088.68;4.48;49.0;Northwest Territories;Appliances;0.6
375;FellowesCommandCenter5outletpowerstrip;Alan Barnes;42209;-12.82;67.84;0.99;Northwest Territories;Appliances;0.58
376;SAFCOArcoFoldingChair;Alan Barnes;42209;2795.36;276.2;24.49;Northwest Territories;Chairs  Chairmats;nan
377;Accessory12;Beth Paige;42561;298.48;85.99;2.5;Northwest Territories;Telephones and Communication;0.35
378;GlobalLeatherHighbackExecutiveChairwithPneumaticHeightAdjustment,Black;Mike Pelletier;42564;2155.41;200.98;23.76;Northwest Territories;Chairs  Chairmats;0.58
379;3390;Delfina Latchford;42695;-10.3;65.99;5.31;Northwest Territories;Telephones and Communication;0.57
380;GBCDocuBindTL300ElectricBindingSystem;Susan Vittorini;42981;232.44;896.99;19.99;Northwest Territories;Binders and Binder Accessories;0.38
381;GBCPrepunchedPaper,19Hole,forBindingSystems,24lb;Dorothy Wardle;43109;-21.85;15.01;8.4;Northwest Territories;Binders and Binder Accessories;0.39
382;MicrosoftInternetKeyboard;Dorothy Wardle;43109;-145.78;20.97;6.5;Northwest Territories;Computer Peripherals;0.78
383;TDK4.7GBDVDR;Dorothy Wardle;43109;-3.96;10.01;1.99;Northwest Territories;Computer Peripherals;0.41
384;Xerox1977;Susan Vittorini;43203;-33.69;6.68;5.2;Northwest Territories;Paper;0.37
385;DAXSolidWoodFrames;Jamie Kunitz;43236;10.68;9.77;6.02;Northwest Territories;Office Furnishings;0.48
386;HoneywellEnviracairePortableAirCleanerforupto8x10Room;Fred Wasserman;43267;171.26;76.72;19.95;Northwest Territories;Appliances;0.54
387;Belkin8OutletSurgeMasterIIGoldSurgeProtector;Doug Bickford;43329;752.37;59.98;3.99;Northwest Territories;Appliances;0.57
388;8260;Fred Wasserman;43330;337.04;65.99;8.99;Northwest Territories;Telephones and Communication;0.58
389;RecycledInterofficeEnvelopeswithStringandButtonClosure,10x13;Susan Vittorini;43364;158.98;23.99;6.71;Northwest Territories;Envelopes;0.35
390;MultimediaMailers;Doug Bickford;43392;2969.81;162.93;19.99;Northwest Territories;Envelopes;0.39
391;WhiteBusinessEnvelopeswithContemporarySeam,RecycledWhiteBusinessEnvelopes;Claudia Miner;43781;240.41;10.94;1.39;Northwest Territories;Envelopes;0.35
392;AveryTrapezoidRingBinder,3Capacity,Black,1040sheets;Claudia Miner;43781;393.41;40.98;2.99;Northwest Territories;Binders and Binder Accessories;0.36
393;DXLAngleViewBinderswithLockingRings,Black;Frank Price;44071;-43.75;5.99;4.92;Northwest Territories;Binders and Binder Accessories;0.38
394;8260;Frank Price;44071;83.84;65.99;8.99;Northwest Territories;Telephones and Communication;0.58
395;Newell3HolePunchedPlasticSlottedMagazineHoldersforBinders;Dorothy Wardle;44519;-144.76;4.57;5.42;Northwest Territories;Binders and Binder Accessories;0.37
396;LaserInkJetBusinessEnvelopes;Dorothy Wardle;44519;155.69;10.67;1.39;Northwest Territories;Envelopes;0.39
397;OkidataML390TurboDotMatrixPrinters;Dorothy Wardle;44519;5386.32;442.14;14.7;Northwest Territories;Office Machines;0.56
398;EldonRegenerationRecycledDeskAccessories,Smoke;Allen Rosenblatt;44708;-37.39;1.74;4.08;Northwest Territories;Office Furnishings;0.53
399;Accessory36;Dorothy Wardle;44772;-232.99;55.99;5.0;Northwest Territories;Telephones and Communication;0.83
400;Linden12WallClockWithOakFrame;Julia West;44839;-246.3;33.98;19.99;Northwest Territories;Office Furnishings;0.55
401;2160i;Ralph Knight;45217;1864.66;200.99;4.2;Northwest Territories;Telephones and Communication;0.59
402;GlobalDeluxeHighBackOfficeChairinStorm;Michelle Lonsdale;45440;-183.6;135.99;28.63;Northwest Territories;Chairs  Chairmats;0.76
403;HowardMiller16DiameterGalleryWallClock;Charlotte Melton;45766;1026.07;63.94;14.48;Northwest Territories;Office Furnishings;0.46
404;CanonMP100DHIIPrintingCalculator;Charlotte Melton;45766;1765.48;140.99;13.99;Northwest Territories;Office Machines;0.37
405;Accessory21;Allen Rosenblatt;45861;319.1;20.99;0.99;Northwest Territories;Telephones and Communication;0.37
406;VerbatimDVDR4.7GBauthoringdisc;Neola Schneider;45957;162.83;39.24;1.99;Northwest Territories;Computer Peripherals;0.51
407;RediformWireboundPhoneMemoMessageBook,11x534;Neola Schneider;45957;-30.92;7.64;5.83;Northwest Territories;Paper;0.36
408;CLineCubicleKeepersPolyproplyeneHolderwVelcroBack,812x11,25Bx;Joy Bell;46912;181.53;54.74;14.83;Northwest Territories;Office Furnishings;0.54
409;Avery51;Monica Federle;46980;103.16;6.3;0.5;Northwest Territories;Labels;0.39
410;SANFORDLiquidAccentTankStyleHighlighters;Jamie Kunitz;47460;-3.64;2.84;0.93;Northwest Territories;Pens  Art Supplies;0.54
411;AveryPolyBinderPockets;Susan Vittorini;47462;-166.92;3.58;5.47;Northwest Territories;Binders and Binder Accessories;0.37
412;DixonMyFirstTiconderogaPencil,2;Susan Vittorini;47462;-1.22;5.85;2.27;Northwest Territories;Pens  Art Supplies;0.56
413;AccoHotClipsClipstoGo;Susan Vittorini;47462;21.62;3.29;1.35;Northwest Territories;Rubber Bands;0.4
414;FiskarsSoftgripScissors;Charles McCrossin;47620;20.27;10.98;3.37;Northwest Territories;Scissors, Rulers and Trimmers;0.57
415;Elite5Scissors;Cari Schnelling;47749;-188.53;8.45;7.77;Northwest Territories;Scissors, Rulers and Trimmers;0.55
416;EldonWaveDeskAccessories;Doug Bickford;47873;-17.38;5.89;5.57;Northwest Territories;Office Furnishings;0.41
417;Avery478;Don Miller;47943;24.06;4.91;0.5;Northwest Territories;Labels;0.36
418;Boston16701SlimlineBatteryPencilSharpener;Don Miller;47943;63.46;15.94;5.45;Northwest Territories;Pens  Art Supplies;0.55
419;Xerox1982;Fred Wasserman;48101;-39.92;22.84;16.87;Northwest Territories;Paper;0.39
420;SoundgearCopyboardConferencePhone,OptionalBattery;Bryan Mills;48295;4938.78;204.1;13.99;Northwest Territories;Office Machines;0.37
421;DotMatrixPrinterTapeReelLabels,White,5000Box;Carlos Daly;48839;-37.06;98.31;0.49;Northwest Territories;Labels;0.36
422;EuroProSharkStickMiniVacuum;Joy Bell;49154;-807.89;60.98;49.0;Northwest Territories;Appliances;0.59
423;PanasonicKXP1150DotMatrixPrinter;Claudia Miner;49921;-280.28;145.45;17.85;Northwest Territories;Office Machines;0.56
424;RecycledEldonRegenerationJumboFile;Claudia Miner;49921;-7.26;12.28;6.13;Northwest Territories;Storage  Organization;0.57
425;TenexContemporaryConturChairmatsforLowandMediumPileCarpet,Computer,39x49;Beth Thompson;49952;630.28;107.53;5.81;Northwest Territories;Office Furnishings;0.65
426;Avery498;Allen Rosenblatt;50117;14.49;2.89;0.5;Northwest Territories;Labels;0.38
427;PremiumTransparentPresentationCoversbyGBC;Beth Thompson;50278;-27.53;20.98;8.83;Northwest Territories;Binders and Binder Accessories;0.37
428;Barricks18x48NonFoldingUtilityTablewithBottomStorageShelf;Beth Thompson;50278;-355.94;100.8;60.0;Northwest Territories;Tables;0.59
429;GBCVeloBinderElectricBindingMachine;Susan Vittorini;50374;1443.35;120.98;9.07;Northwest Territories;Binders and Binder Accessories;0.35
430;BrownKraftRecycledEnvelopes;Sylvia Foulston;50565;-138.82;16.98;12.39;Northwest Territories;Envelopes;0.35
431;Acme8StraightScissors;Joy Bell;50688;27.86;12.98;3.14;Northwest Territories;Scissors, Rulers and Trimmers;0.6
432;BellSonecorJB700CallerID;Becky Castell;50754;-58.34;7.99;5.03;Northwest Territories;Telephones and Communication;0.6
433;A1228;Carlos Daly;50914;2763.13;195.99;8.99;Northwest Territories;Telephones and Communication;0.58
434;3MPolarizingTaskLampwithClampArm,LightGray;Cari Schnelling;51169;-192.92;136.98;24.49;Northwest Territories;Office Furnishings;0.59
435;8290;Jim Radford;51938;-488.31;125.99;5.63;Northwest Territories;Telephones and Communication;0.6
436;HewlettPackardDeskjet5550ColorInkjetPrinter;Allen Rosenblatt;51970;-343.47;115.99;56.14;Northwest Territories;Office Machines;0.4
437;FellowesNeatIdeasStorageCubes;Dorothy Badders;51971;-1129.96;32.48;35.0;Northwest Territories;Storage  Organization;0.81
438;LesroRoundBackCollectionCoffeeTable,EndTable;Dorothy Badders;51971;-803.52;182.55;69.0;Northwest Territories;Tables;0.72
